,age,job,marital,default,balance
5107,40,Others,married,0,474.0
5108,35,Others,married,0,2326.0
5109,48,admin.,married,0,3644.0
5110,38,admin.,married,0,1988.0
5111,27,admin.,married,0,1595.0
5112,25,Others,single,0,331.0
5113,40,Others,married,0,4623.0
5115,36,Others,married,0,154.0
5116,31,admin.,single,0,190.0
5117,40,Others,married,0,3904.0
5118,31,Others,single,0,882.0
5120,32,Others,single,0,6542.0
5122,43,Others,married,0,3064.0
5124,34,Others,married,0,800.0
5125,47,Others,married,0,3505.0
5126,36,Others,single,0,5958.0
5127,27,Others,single,0,667.0
5129,44,Others,single,0,1059.0
5130,26,Others,married,0,915.0
5131,32,Others,married,0,1547.0
5132,34,Others,married,0,3050.0
5133,35,Others,married,0,7050.0
5134,32,Others,single,0,2.0
5135,43,Others,married,0,14144.0
5136,50,Others,married,0,705.0
5137,40,Others,married,0,1758.0
5138,29,Others,single,0,476.0
5139,32,Others,married,0,348.0
5140,50,Others,married,0,5969.0
5141,40,Others,married,0,3195.0
5142,40,Others,married,0,2013.0
5143,44,Others,married,0,121.0
5144,33,admin.,married,0,82.0
5145,33,Others,single,0,935.0
5146,40,Others,married,0,3754.0
5147,38,Others,single,0,104.0
5148,49,Others,married,0,4751.0
5149,45,Others,married,0,1529.0
5150,25,Others,single,0,102.0
5151,22,Others,single,0,1796.0
5152,32,Others,single,0,935.0
5153,36,Others,single,0,365.0
5155,45,Others,single,0,0.0
5156,35,Others,single,0,1015.0
5157,23,Others,single,0,107.0
5158,50,Others,married,0,82.0
5159,31,Others,married,0,877.0
5160,40,Others,married,0,2557.0
5161,42,Others,married,0,1673.0
5162,39,Others,married,0,2467.0
5163,37,Others,single,0,980.0
5164,30,Others,single,0,183.0
5167,40,Others,married,0,1227.0
5168,31,Others,single,0,302.0
5170,34,Others,married,0,182.0
5171,31,Others,married,1,-367.0
5172,40,Others,married,0,876.0
5174,40,Others,married,0,796.0
5176,38,admin.,married,0,1559.0
5177,39,Others,married,0,70.0
5178,44,Others,single,0,2734.0
5179,29,admin.,single,0,3528.0
5180,40,Others,married,0,469.0
5181,31,Others,married,0,3311.0
5182,33,Others,single,0,152.0
5183,39,Others,married,0,1047.0
5184,30,Others,married,0,484.0
5185,39,Others,married,0,1587.0
5186,25,Others,married,0,4461.0
5187,40,admin.,single,0,3551.0
5188,35,Others,married,0,495.0
5189,27,Others,single,0,3792.0
5190,27,Others,single,0,489.0
5191,28,Others,single,0,159.0
5192,41,admin.,single,0,985.0
5193,46,Others,married,0,369.0
5195,35,Others,married,0,2779.0
5196,24,Others,single,0,638.0
5197,24,Others,single,0,833.0
5198,28,Others,single,0,9314.0
5199,28,admin.,single,0,4745.0
5200,40,Others,married,0,2693.0
5201,45,Others,married,0,160.0
5202,33,Others,married,0,1697.0
5203,40,Others,married,0,0.0
5204,32,Others,single,0,-770.0
5205,40,Others,married,0,20806.0
5206,32,Others,married,0,3136.0
5207,40,Others,married,0,1430.0
5208,40,Others,married,0,6831.0
5210,30,Others,single,0,49.0
5211,37,Others,married,0,604.0
5212,27,Others,single,0,931.0
5213,40,Others,married,0,699.0
5214,32,admin.,single,0,212.0
5215,25,Others,single,0,362.0
5216,32,Others,single,0,2667.0
5217,43,Others,married,0,-754.0
5218,30,Others,married,0,517.0
5220,40,Others,married,0,3140.0
5221,32,Others,single,0,658.0
5222,37,Others,married,0,255.0
5223,40,Others,married,0,5350.0
5225,38,Others,single,0,3646.0
5226,47,admin.,married,0,368.0
5228,40,Others,married,0,1435.0
5229,25,admin.,single,0,122.0
5231,40,Others,married,0,496.0
5232,40,Others,single,0,83.0
5233,40,Others,single,0,467.0
5234,27,Others,single,1,0.0
5235,41,Others,married,0,471.0
5236,40,Others,married,0,5715.0
5237,24,Others,married,0,-389.0
5238,36,admin.,single,0,364.0
5239,39,Others,married,0,25.0
5241,35,admin.,married,0,2374.0
5242,32,Others,single,0,5514.0
5243,29,Others,single,0,455.0
5244,40,Others,single,0,739.0
5245,33,Others,married,0,336.0
5247,30,Others,single,0,536.0
5248,37,Others,married,0,0.0
5249,39,Others,single,0,0.0
5250,40,Others,married,0,1181.0
5251,29,Others,single,0,265.0
5252,24,Others,single,0,2573.0
5253,31,Others,married,0,-537.0
5254,40,Others,married,0,1128.0
5255,33,admin.,married,0,2780.0
5256,40,Others,married,0,405.0
5257,44,Others,married,0,706.0
5258,40,Others,married,0,2661.0
5259,30,Others,single,0,2734.0
5260,38,Others,married,0,196.0
5261,31,Others,single,0,533.0
5262,38,Others,married,0,6728.0
5263,36,Others,single,0,1227.0
5264,30,Others,married,0,5.0
5265,34,Others,married,0,197.0
5266,27,Others,single,1,13.0
5267,32,admin.,married,0,284.0
5268,37,Others,single,0,33.0
5269,40,Others,married,0,2333.0
5270,28,Others,single,0,1705.0
5271,49,Others,married,0,2039.0
5272,23,Others,single,0,381.0
5273,40,Others,married,0,3738.0
5275,40,Others,married,0,553.0
5276,40,Others,married,0,-725.0
5277,40,Others,married,0,67.0
5278,31,Others,married,0,330.0
5280,38,Others,single,0,25.0
5281,25,Others,single,0,316.0
5285,30,Others,single,0,398.0
5287,48,Others,married,0,0.0
5288,31,admin.,single,0,131.0
5289,40,Others,single,0,604.0
5291,48,Others,married,0,238.0
5292,34,admin.,single,0,673.0
5293,37,Others,married,0,7944.0
5294,32,Others,married,0,3696.0
5295,35,Others,married,0,347.0
5296,31,Others,married,0,-199.0
5297,40,Others,married,1,337.0
5298,40,Others,married,0,5091.0
5299,29,Others,single,0,970.0
5300,34,Others,single,0,258.0
5302,40,Others,married,0,1929.0
5303,33,Others,married,0,2362.0
5304,40,Others,married,0,8121.0
5306,34,Others,single,0,3723.0
5307,40,Others,married,0,117.0
5308,29,Others,married,0,363.0
5311,32,Others,married,0,-105.0
5312,40,Others,married,0,7687.0
5313,45,Others,married,0,222.0
5314,47,Others,single,0,736.0
5315,31,Others,single,0,84.0
5317,41,Others,married,0,2123.0
5318,35,Others,single,0,-482.0
5320,40,Others,married,0,1388.0
5321,40,Others,married,0,222.0
5322,26,Others,single,0,592.0
5323,30,Others,married,0,0.0
5324,40,Others,married,0,411.0
5326,40,Others,married,0,475.0
5327,35,admin.,single,0,181.0
5328,41,Others,married,0,653.0
5329,39,Others,married,0,0.0
5330,40,Others,married,0,0.0
5331,46,Others,married,0,942.0
5333,31,Others,single,0,200.0
5334,40,Others,married,0,660.0
5335,35,Others,married,0,1309.0
5336,40,Others,married,0,-364.0
5337,33,Others,married,0,-616.0
5338,36,Others,single,0,2596.0
5339,49,Others,single,0,5802.0
5340,47,Others,married,0,568.0
5341,40,Others,married,0,296.0
5342,45,Others,married,0,561.0
5344,31,Others,married,0,2344.0
5345,35,admin.,married,0,1345.0
5346,40,Others,married,0,171.0
5347,50,Others,married,0,1838.0
5348,40,Others,married,0,549.0
5349,45,admin.,married,0,1097.0
5350,45,Others,married,0,1148.0
5351,32,Others,single,0,3818.0
5352,33,Others,married,0,934.0
5353,40,Others,married,0,-637.0
5354,27,Others,married,1,65.0
5355,37,Others,married,0,24.0
5356,45,Others,married,0,907.0
5357,40,Others,married,0,100.0
5358,41,Others,married,0,686.0
5359,35,Others,single,0,3.0
5360,40,Others,married,0,4692.0
5361,42,Others,married,1,-197.0
5363,36,Others,single,0,664.0
5364,40,Others,married,0,307.0
5366,42,Others,married,0,-67.0
5367,27,Others,single,0,3754.0
5368,44,Others,married,0,1139.0
5369,32,Others,married,0,250.0
5371,43,Others,married,0,1025.0
5372,38,Others,married,0,328.0
5373,40,Others,married,0,0.0
5374,44,Others,married,0,6203.0
5376,37,Others,married,0,347.0
5377,40,Others,married,0,1289.0
5379,38,Others,married,0,178.0
5380,45,Others,married,0,81.0
5381,49,Others,married,0,599.0
5382,46,Others,married,0,190.0
5383,39,Others,married,0,0.0
5384,40,Others,married,0,563.0
5385,37,Others,married,0,105.0
5386,39,Others,married,0,3518.0
5387,40,Others,married,0,248.0
5388,38,Others,married,0,961.0
5389,25,Others,single,0,640.0
5390,35,Others,married,0,1144.0
5391,47,Others,married,0,0.0
5392,40,Others,married,0,4381.0
5393,31,Others,married,0,1134.0
5394,50,Others,married,0,570.0
5395,40,Others,married,0,0.0
5396,40,Others,married,0,357.0
5397,31,Others,married,0,593.0
5398,40,Others,married,0,229.0
5399,40,Others,married,0,0.0
5400,40,Others,married,0,1157.0
5401,49,Others,married,0,234.0
5402,31,Others,married,0,322.0
5403,40,Others,married,0,113.0
5404,38,Others,married,0,2139.0
5405,40,Others,married,0,2251.0
5408,40,Others,married,0,7132.0
5409,34,Others,single,0,2047.0
5410,41,Others,single,0,0.0
5411,44,Others,married,0,1151.0
5412,49,Others,married,0,5244.0
5413,39,Others,married,0,1.0
5414,40,Others,married,0,203.0
5415,22,Others,single,0,2162.0
5416,31,admin.,married,0,337.0
5417,40,Others,married,0,0.0
5419,40,admin.,married,0,1365.0
5420,40,Others,married,0,2366.0
5423,41,admin.,married,0,-76.0
5424,39,Others,married,0,2990.0
5427,35,Others,married,0,840.0
5428,25,Others,single,0,1847.0
5429,34,Others,married,0,40.0
5430,38,Others,married,0,30.0
5431,42,Others,married,0,860.0
5432,28,Others,single,0,123.0
5433,35,Others,married,0,667.0
5434,34,admin.,single,0,601.0
5435,32,Others,married,0,616.0
5436,38,Others,married,0,259.0
5437,32,Others,single,0,307.0
5438,41,Others,married,0,-29.0
5439,41,Others,married,0,849.0
5440,26,Others,single,0,47.0
5441,40,Others,married,0,2194.0
5442,40,Others,married,0,3413.0
5443,24,Others,single,0,1299.0
5444,37,Others,married,0,622.0
5445,44,Others,married,0,1901.0
5447,50,Others,married,0,1717.0
5448,31,Others,single,0,-160.0
5449,31,admin.,married,0,89.0
5450,25,Others,single,0,493.0
5451,39,Others,married,0,2644.0
5452,30,Others,single,0,596.0
5453,40,Others,married,0,0.0
5454,48,Others,married,0,606.0
5455,30,Others,married,0,-346.0
5456,43,Others,single,0,550.0
5457,44,Others,single,0,237.0
5458,29,Others,single,0,415.0
5459,46,Others,married,0,-125.0
5460,28,Others,single,0,1984.0
5461,34,Others,married,0,121.0
5463,40,Others,married,0,1723.0
5464,27,Others,single,0,1049.0
5465,36,Others,married,0,21.0
5466,34,Others,single,0,341.0
5467,30,Others,married,0,233.0
5468,50,Others,married,0,247.0
5469,50,Others,married,0,3117.0
5470,45,Others,married,0,242.0
5471,40,Others,single,0,24.0
5472,49,Others,married,0,7007.0
5473,40,Others,married,0,1851.0
5474,31,Others,single,0,573.0
5475,35,Others,married,0,1178.0
5476,34,Others,married,0,748.0
5478,40,Others,married,0,4695.0
5479,47,Others,single,0,2500.0
5480,45,Others,single,1,86.0
5481,33,Others,married,0,968.0
5482,33,Others,single,0,192.0
5483,27,Others,single,0,93.0
5484,47,Others,married,0,0.0
5486,37,Others,married,0,-491.0
5487,43,Others,married,0,1517.0
5488,49,Others,married,0,0.0
5489,43,Others,married,0,775.0
5490,27,admin.,single,0,276.0
5491,44,Others,married,0,5781.0
5493,50,Others,married,0,901.0
5494,50,Others,married,0,431.0
5495,40,Others,married,0,911.0
5496,26,admin.,single,0,96.0
5497,35,Others,married,0,0.0
5500,26,Others,single,0,16.0
5501,37,Others,married,0,744.0
5502,40,Others,married,0,551.0
5503,33,Others,married,0,322.0
5504,36,Others,married,0,199.0
5505,32,Others,single,0,0.0
5506,30,Others,single,0,0.0
5507,39,Others,single,0,633.0
5508,28,Others,single,0,203.0
5509,36,Others,single,0,583.0
5510,39,admin.,single,0,2749.0
5512,34,Others,married,0,1924.0
5513,50,Others,married,0,1064.0
5514,26,admin.,single,0,1099.0
5515,35,Others,married,0,2971.0
5516,44,Others,married,0,2657.0
5517,47,Others,married,0,21.0
5518,40,Others,married,0,0.0
5519,40,Others,single,0,0.0
5520,26,Others,single,0,9447.0
5521,40,Others,married,0,433.0
5522,28,Others,single,0,375.0
5523,41,Others,married,0,2399.0
5524,25,Others,single,0,148.0
5526,35,Others,married,0,147.0
5528,40,Others,single,0,-94.0
5530,29,Others,single,0,1218.0
5531,48,Others,single,0,1106.0
5532,35,Others,married,0,0.0
5533,30,Others,single,0,167.0
5534,32,Others,single,0,0.0
5535,30,Others,married,0,324.0
5536,30,admin.,single,0,127.0
5537,24,admin.,married,0,230.0
5538,29,Others,married,0,344.0
5539,44,Others,married,0,105.0
5540,42,Others,married,0,634.0
5541,45,Others,married,0,317.0
5542,40,Others,married,0,2234.0
5543,36,Others,married,0,223.0
5544,49,Others,married,0,230.0
5545,30,Others,single,0,0.0
5547,32,Others,married,0,289.0
5548,35,Others,married,0,0.0
5549,40,Others,married,0,3676.0
5550,32,Others,married,0,-184.0
5551,37,admin.,single,0,3954.0
5552,37,Others,married,0,2951.0
5553,43,Others,married,0,78.0
5554,48,Others,married,0,1526.0
5555,36,Others,married,0,0.0
5556,33,Others,single,0,233.0
5557,33,Others,married,0,67.0
5558,36,Others,single,0,38.0
5559,40,Others,married,0,1948.0
5560,50,Others,married,0,5296.0
5561,34,Others,single,0,612.0
5562,35,Others,married,0,4872.0
5563,32,Others,single,0,131.0
5564,34,Others,single,0,4943.0
5565,34,Others,married,0,-257.0
5566,33,Others,married,0,331.0
5567,45,Others,married,0,105.0
5568,35,Others,married,0,1160.0
5569,40,Others,married,0,4930.0
5571,38,Others,married,0,35.0
5572,35,Others,single,0,1750.0
5573,40,Others,married,0,5275.0
5574,30,Others,single,0,728.0
5575,37,Others,married,0,0.0
5576,33,Others,married,0,263.0
5577,40,Others,married,0,601.0
5578,29,admin.,married,0,6429.0
5579,28,admin.,single,0,1076.0
5580,37,Others,married,0,-57.0
5581,33,admin.,single,0,2.0
5582,32,Others,married,0,514.0
5583,25,Others,single,0,-375.0
5584,37,Others,married,0,28.0
5585,34,Others,single,0,404.0
5586,40,Others,married,0,3430.0
5587,40,Others,married,0,99.0
5588,38,Others,married,0,2669.0
5589,39,Others,single,0,202.0
5590,37,Others,single,0,715.0
5591,35,Others,married,0,674.0
5592,33,Others,single,0,312.0
5593,38,Others,married,0,1463.0
5594,37,Others,married,0,789.0
5595,29,Others,single,0,7.0
5596,42,Others,married,0,473.0
5598,42,Others,married,0,12223.0
5599,33,Others,married,0,1541.0
5600,35,Others,single,0,142.0
5601,30,Others,single,0,3.0
5602,31,Others,single,0,1207.0
5603,45,Others,married,0,351.0
5605,31,Others,married,0,997.0
5606,30,admin.,married,0,15.0
5607,40,Others,married,0,2819.0
5608,35,Others,married,0,126.0
5609,36,admin.,married,0,953.0
5610,40,Others,married,0,10.0
5611,45,Others,married,1,-577.0
5612,30,Others,single,0,1159.0
5613,40,Others,married,0,1350.0
5614,40,Others,married,0,88.0
5615,47,Others,married,0,-245.0
5616,34,Others,single,0,161.0
5619,24,Others,single,0,782.0
5620,40,admin.,married,0,-666.0
5621,50,Others,married,0,-151.0
5622,31,Others,married,0,55.0
5623,37,Others,married,0,-666.0
5624,45,Others,married,0,87.0
5625,45,Others,married,0,4629.0
5626,36,Others,single,0,2176.0
5627,40,Others,married,0,3431.0
5628,39,Others,married,0,208.0
5629,47,Others,married,0,0.0
5631,39,admin.,married,0,1388.0
5632,40,Others,married,0,5807.0
5634,40,Others,married,0,0.0
5635,50,Others,single,0,1743.0
5636,29,Others,single,0,1008.0
5637,33,Others,single,0,151.0
5638,40,Others,married,0,3196.0
5639,40,Others,married,0,1411.0
5641,40,Others,married,0,0.0
5642,36,Others,married,0,561.0
5643,50,Others,married,0,0.0
5644,30,Others,single,0,281.0
5645,40,Others,married,0,40.0
5646,40,Others,married,0,0.0
5649,40,Others,married,0,235.0
5650,37,admin.,married,0,0.0
5651,40,Others,married,0,367.0
5652,40,Others,married,0,505.0
5653,33,Others,married,0,804.0
5654,49,Others,married,0,-301.0
5655,47,Others,married,1,-813.0
5656,34,admin.,married,0,79.0
5657,33,Others,married,0,50.0
5658,31,Others,single,0,1205.0
5659,44,Others,single,0,365.0
5660,50,admin.,married,0,-1415.0
5661,39,admin.,single,0,223.0
5662,41,Others,married,0,1897.0
5663,33,Others,married,0,22867.0
5664,40,Others,married,0,949.0
5665,42,Others,married,0,1165.0
5667,40,Others,married,0,260.0
5669,35,Others,single,0,-880.0
5671,40,Others,married,0,1624.0
5672,33,Others,single,0,1257.0
5673,40,admin.,single,0,355.0
5675,39,Others,married,0,1403.0
5676,39,Others,married,0,-176.0
5677,28,Others,single,0,-513.0
5678,45,Others,single,0,586.0
5680,32,Others,single,0,720.0
5681,28,Others,single,0,97.0
5682,36,Others,single,0,13.0
5684,45,Others,married,0,521.0
5685,30,Others,married,0,364.0
5686,40,Others,married,0,416.0
5687,40,Others,married,0,3304.0
5688,47,Others,married,0,1880.0
5689,41,admin.,single,0,982.0
5691,38,Others,married,0,173.0
5692,36,Others,married,0,911.0
5693,39,admin.,single,0,0.0
5695,42,Others,married,0,704.0
5696,24,Others,single,0,476.0
5697,40,Others,married,0,3738.0
5698,35,Others,married,0,634.0
5699,32,Others,single,0,1134.0
5700,26,Others,single,0,-128.0
5701,27,Others,married,0,7102.0
5703,32,Others,single,0,1918.0
5704,48,Others,single,0,0.0
5705,43,Others,married,0,250.0
5706,30,Others,single,0,31.0
5707,28,Others,single,0,631.0
5708,32,Others,married,0,62.0
5709,26,Others,married,0,479.0
5710,38,Others,single,0,1121.0
5711,30,Others,single,0,138.0
5712,33,Others,single,0,0.0
5714,47,Others,married,0,866.0
5715,36,Others,married,0,1466.0
5716,48,Others,married,0,3570.0
5718,34,Others,single,0,714.0
5719,28,Others,married,0,674.0
5720,40,Others,married,0,127.0
5721,33,Others,married,0,588.0
5723,41,admin.,single,0,882.0
5724,42,Others,married,0,877.0
5725,32,admin.,married,0,337.0
5726,47,Others,married,0,192.0
5727,36,Others,married,0,3350.0
5728,34,Others,married,0,99.0
5729,36,Others,married,0,806.0
5730,50,Others,married,0,6739.0
5731,40,admin.,married,0,228.0
5732,49,Others,married,0,-232.0
5733,39,Others,single,0,556.0
5734,47,Others,married,0,761.0
5735,40,Others,married,0,207.0
5736,30,Others,married,0,221.0
5737,40,admin.,married,0,865.0
5738,35,Others,single,0,0.0
5740,38,Others,married,0,-272.0
5741,40,admin.,married,0,367.0
5742,40,Others,married,0,0.0
5743,40,Others,married,0,230.0
5744,40,Others,married,0,0.0
5745,41,Others,married,0,1954.0
5746,31,Others,single,0,379.0
5747,40,Others,single,1,-341.0
5748,26,Others,single,0,179.0
5749,41,Others,married,0,13.0
5750,39,Others,married,0,839.0
5751,25,Others,single,0,192.0
5752,33,Others,single,0,576.0
5753,35,Others,single,0,643.0
5754,49,Others,married,0,342.0
5755,31,Others,married,0,1329.0
5756,40,Others,married,0,219.0
5757,32,Others,married,0,141.0
5758,42,Others,married,0,402.0
5759,33,Others,married,0,8023.0
5760,48,admin.,married,0,1131.0
5761,28,Others,single,0,1925.0
5762,43,Others,single,0,0.0
5763,30,Others,single,0,103.0
5764,41,admin.,married,0,1395.0
5765,40,Others,married,0,621.0
5766,40,Others,married,0,1161.0
5767,40,Others,married,0,24.0
5768,40,Others,married,0,2.0
5769,40,Others,married,0,295.0
5770,27,Others,single,0,-208.0
5771,28,Others,married,0,258.0
5773,27,Others,single,0,967.0
5775,40,Others,married,0,0.0
5776,35,Others,married,0,0.0
5778,49,Others,married,0,23.0
5779,35,Others,single,0,2486.0
5781,40,Others,married,0,1563.0
5782,40,Others,married,0,1602.0
5783,35,Others,single,0,2144.0
5784,42,Others,married,0,273.0
5785,34,Others,married,0,455.0
5786,40,Others,single,0,1038.0
5787,33,Others,married,0,-384.0
5788,33,Others,married,0,307.0
5791,47,Others,married,0,-150.0
5792,48,Others,married,0,20718.0
5793,31,admin.,single,0,-218.0
5794,39,Others,married,0,5222.0
5795,40,admin.,married,0,484.0
5796,28,Others,single,0,75.0
5798,47,Others,married,0,1111.0
5800,39,Others,single,0,29.0
5801,31,Others,single,0,6374.0
5802,39,Others,married,0,363.0
5803,32,Others,married,0,-94.0
5804,40,admin.,married,0,92.0
5805,42,Others,married,0,222.0
5806,50,Others,married,0,249.0
5807,44,Others,married,0,1450.0
5808,47,Others,married,0,2290.0
5809,40,Others,married,0,0.0
5810,34,Others,married,0,1026.0
5811,36,Others,married,0,3953.0
5812,32,Others,single,0,1426.0
5813,28,Others,single,0,53.0
5814,34,Others,married,0,160.0
5815,40,Others,single,0,171.0
5816,49,Others,married,0,3237.0
5817,30,Others,single,0,192.0
5818,40,Others,married,1,0.0
5819,28,Others,single,0,385.0
5820,31,Others,married,0,2591.0
5821,28,Others,single,0,39.0
5822,40,Others,married,0,44.0
5823,38,Others,married,0,5432.0
5825,36,Others,single,0,20.0
5827,40,Others,married,0,4025.0
5828,50,admin.,single,0,167.0
5829,28,Others,single,0,278.0
5830,33,Others,married,0,263.0
5831,40,Others,married,0,4968.0
5832,38,Others,married,0,581.0
5833,34,Others,single,0,682.0
5834,41,Others,married,0,779.0
5835,40,Others,married,0,2139.0
5836,45,Others,married,0,5888.0
5837,38,Others,married,0,0.0
5838,40,Others,married,0,3431.0
5839,34,Others,married,0,188.0
5840,36,Others,single,0,3214.0
5841,30,admin.,married,0,873.0
5842,32,Others,married,0,-32.0
5843,42,Others,married,0,1958.0
5844,35,admin.,married,1,76.0
5845,42,Others,married,0,1013.0
5846,50,Others,married,0,2731.0
5847,38,Others,married,0,93.0
5848,38,Others,married,0,173.0
5849,40,Others,married,0,384.0
5850,40,Others,married,0,491.0
5851,33,Others,married,0,728.0
5852,30,Others,single,0,411.0
5853,30,Others,single,0,265.0
5854,40,Others,married,0,-3.0
5855,37,Others,married,0,586.0
5856,37,Others,married,0,-196.0
5857,45,Others,married,0,700.0
5858,37,Others,married,0,-67.0
5859,48,Others,married,0,1600.0
5860,42,Others,married,0,508.0
5861,49,Others,married,0,486.0
5862,36,Others,single,0,243.0
5863,40,Others,married,0,203.0
5864,40,Others,married,0,1944.0
5865,30,Others,married,0,882.0
5866,37,Others,married,0,2924.0
5867,31,Others,married,0,20.0
5868,26,admin.,married,0,1417.0
5870,34,Others,single,0,4062.0
5871,26,Others,married,0,133.0
5872,32,Others,single,0,0.0
5873,38,Others,married,0,8876.0
5874,40,admin.,married,0,423.0
5875,44,Others,married,0,58.0
5876,31,Others,married,0,5.0
5877,38,Others,married,0,175.0
5878,32,Others,married,0,1349.0
5879,41,Others,married,0,6596.0
5880,48,Others,married,0,1741.0
5881,29,Others,married,0,25.0
5882,41,Others,married,0,0.0
5883,49,Others,married,0,4374.0
5884,40,Others,married,0,16.0
5885,27,Others,single,0,574.0
5886,45,Others,single,0,615.0
5888,31,Others,married,0,395.0
5889,45,Others,married,0,678.0
5890,43,Others,married,0,25.0
5891,31,admin.,single,0,626.0
5892,37,Others,married,0,165.0
5893,38,Others,married,0,746.0
5894,29,Others,married,0,376.0
5895,28,Others,married,0,-55.0
5898,43,Others,married,0,3003.0
5899,29,Others,single,0,92.0
5901,33,Others,married,0,6904.0
5902,27,Others,single,0,795.0
5903,27,Others,single,0,0.0
5904,31,Others,married,0,166.0
5905,31,Others,married,0,157.0
5907,34,Others,single,0,0.0
5909,47,Others,married,0,1536.0
5910,49,Others,married,0,1114.0
5912,40,Others,single,0,1202.0
5913,37,Others,single,0,600.0
5915,33,Others,married,0,2655.0
5916,29,Others,single,0,499.0
5918,40,Others,married,0,197.0
5919,40,Others,married,0,289.0
5920,45,Others,single,0,5336.0
5921,45,admin.,married,0,434.0
5922,39,Others,married,0,691.0
5923,25,Others,single,0,-250.0
5924,47,Others,married,0,3696.0
5925,34,Others,married,0,2595.0
5926,40,Others,married,0,1077.0
5928,39,Others,single,0,21.0
5929,38,Others,married,0,797.0
5930,32,Others,single,0,1659.0
5931,27,Others,married,0,97.0
5932,47,Others,married,0,2.0
5933,40,Others,married,0,384.0
5934,41,Others,married,0,63.0
5935,40,admin.,married,0,1327.0
5936,39,Others,married,0,284.0
5937,45,Others,married,0,3395.0
5938,31,Others,single,0,2038.0
5939,27,admin.,single,0,15.0
5940,40,Others,single,0,1187.0
5941,39,admin.,married,0,3047.0
5942,40,Others,married,0,11650.0
5943,40,Others,single,0,1387.0
5944,48,Others,single,0,0.0
5945,33,Others,single,0,1387.0
5947,42,Others,single,0,275.0
5949,35,Others,single,0,196.0
5950,45,Others,single,0,0.0
5951,40,Others,married,0,1327.0
5952,43,Others,married,0,0.0
5954,30,admin.,single,0,523.0
5955,40,Others,married,0,0.0
5956,40,Others,married,0,444.0
5958,32,admin.,married,0,205.0
5959,47,admin.,single,0,3957.0
5960,30,Others,single,0,9645.0
5961,37,Others,married,0,620.0
5962,40,Others,single,0,1541.0
5963,49,Others,married,0,-37.0
5964,40,Others,married,0,-601.0
5965,40,Others,married,0,197.0
5967,40,admin.,married,0,824.0
5968,39,Others,married,0,636.0
5969,33,Others,married,0,19.0
5970,41,Others,married,0,641.0
5971,31,Others,single,0,2983.0
5973,23,admin.,single,0,252.0
5975,34,Others,single,0,171.0
5976,36,Others,married,0,0.0
5978,33,Others,married,0,455.0
5979,46,Others,married,0,10.0
5980,37,admin.,married,0,529.0
5981,33,Others,single,0,1859.0
5982,30,admin.,single,0,613.0
5984,46,Others,married,0,0.0
5985,35,Others,married,0,1471.0
5986,36,Others,single,0,7503.0
5987,46,Others,married,0,68.0
5988,31,Others,single,0,530.0
5989,40,Others,married,0,1319.0
5990,48,admin.,single,0,479.0
5991,45,Others,married,0,360.0
5992,36,Others,single,0,2163.0
5993,40,Others,married,0,136.0
5994,35,Others,married,0,-196.0
5995,44,Others,married,0,4087.0
5996,38,Others,married,0,1354.0
5997,44,Others,married,0,2.0
5998,40,Others,married,0,2337.0
5999,32,Others,single,0,514.0
6000,40,Others,married,0,6212.0
6001,31,Others,single,0,424.0
6002,40,Others,married,0,499.0
6003,26,Others,married,0,8.0
6004,40,Others,married,0,1305.0
6005,35,Others,single,0,300.0
6006,40,admin.,married,0,976.0
6007,36,Others,married,0,2700.0
6008,45,Others,married,0,-497.0
6009,29,Others,single,0,2424.0
6011,40,Others,married,0,2081.0
6012,40,Others,married,0,189.0
6015,30,Others,single,0,426.0
6018,40,Others,married,0,434.0
6019,35,Others,married,0,105.0
6020,29,Others,married,0,975.0
6021,33,Others,single,0,-479.0
6022,32,Others,married,0,62.0
6023,50,Others,married,0,0.0
6024,40,Others,married,0,0.0
6025,49,Others,single,0,1202.0
6026,39,admin.,single,0,2854.0
6027,34,Others,single,0,9.0
6028,31,Others,single,0,203.0
6030,40,Others,married,0,2467.0
6031,32,Others,married,0,3850.0
6032,39,admin.,married,0,47.0
6033,40,Others,married,0,1895.0
6035,40,Others,married,1,-918.0
6036,28,Others,single,0,-193.0
6037,48,Others,married,0,48.0
6038,39,Others,married,0,0.0
6039,41,Others,married,0,201.0
6040,33,admin.,single,0,598.0
6041,37,Others,married,0,1506.0
6042,30,admin.,married,0,26.0
6043,36,Others,married,0,1582.0
6045,26,admin.,single,1,0.0
6046,40,Others,married,0,-411.0
6047,44,Others,single,0,36.0
6048,40,Others,married,0,512.0
6049,26,Others,single,0,786.0
6050,41,Others,married,0,3658.0
6051,28,Others,single,0,-227.0
6052,40,Others,married,0,423.0
6054,39,Others,married,0,324.0
6055,38,Others,married,0,0.0
6056,37,Others,married,0,1694.0
6057,36,Others,married,0,2894.0
6058,40,Others,married,0,2693.0
6059,47,Others,married,0,644.0
6060,28,Others,single,0,185.0
6061,32,Others,single,0,1583.0
6062,25,Others,single,0,2399.0
6063,39,admin.,married,0,1322.0
6064,40,Others,married,0,194.0
6065,39,admin.,married,0,1221.0
6066,31,admin.,single,0,-302.0
6067,45,admin.,married,0,256.0
6068,36,Others,single,1,0.0
6069,44,Others,married,0,1335.0
6070,33,Others,single,0,682.0
6071,31,Others,married,0,0.0
6073,50,Others,married,0,5312.0
6075,33,Others,married,0,0.0
6076,42,admin.,married,0,-1386.0
